settled_at,payment_hash,source,app,kind,sender_npub,sender_name,episode_id,episode_num,episode_title,show_level,total_sats,our_sats,divisor,total_sats_method,message,reed_sats,rev_sats,aquafox_sats,guests_sats,fountain_sats,uncertain_sats
2026-05-10T16:46:05Z,33a0311dc1fba27f04329569e6ec3c9b2be4163ee378b2e6bea9f05b307bf298,fountain_boost,Fountain,boost,,,pmNA13rcCFrIvdNlUjfA,008,Local Bitcoiners • Making Meetups Fun & Sustainable: Bitcoin Bay | Ep. 008,false,500,165,0.33,sat math 0.33,*no comment with boost*,165,165,0,160,10,
2026-05-10T16:41:58Z,991112c3b4e6d725f2f5a07fcb54c3df5c741ad048a8d44d7c1f53411deac51f,fountain_boost,Fountain,boost,,,pmNA13rcCFrIvdNlUjfA,008,Local Bitcoiners • Making Meetups Fun & Sustainable: Bitcoin Bay | Ep. 008,false,500,165,0.33,sat math 0.33,*no comment with boost*,165,165,0,160,10,
2026-05-10T06:57:50Z,268b7c487681f7a265f4dd29f180b4b2c53d4fb79e7e73b9b43110964199a2da,fountain_boost,Fountain,boost,npub1mc909r6rtu2kfmzfy9u5vzy60jlhgqgzty0jqlz0qhkdraxcypcqduvk2m,,yKaKx7ddLE6lW06ZvGAb,009,Local Bitcoiners • Growing Slow Builds Strong Communities: KC Bitcoiners | Ep. 009,false,2000,660,0.33,sat math 0.33,https://fountain.fm/episode/yKaKx7ddLE6lW06ZvGAb\n\nnostr:nevent1qvzqqqpxqupzpwrxeemtukuzv62esqjgxg4cmaxrs9sgl7j6tdrufuaturv0wea9qqs98x8rgxtauv2h6f57y4ujp6wypxn4csrzzxgkuumz6xlecd85uqqg0w9ej,660,660,0,640,40,
2026-05-10T00:05:44Z,a2057fd8ae002304d368cdc85f993f27d1d79b53b924e7b3e9ba0e3ddf6902ef,zap,nostr zaps,zap,npub130306t8henn954hssg9sygf9ax45q3x8m30ygn3vps82kagpkrtsyj2p7f,,,,,true,2100,2100,1.0,zap receipt,⚡️🤘,0,0,2100,0,0,0
2026-05-08T18:00:32Z,8179b73488e745a68645a7e1e61c1eca93bdbdaeaf96cf27143c5016b1adaeeb,website,localbitcoiners.com,boost,npub1f5pre6wl6ad87vr4hr5wppqq30sh58m4p33mthnjreh03qadcajs7gwt3z,,Q48WBr6nT3mrbwMZ8ydY,,Local Bitcoiners,true,209,69,0.33,kind 30078 + show split,South West Michigan Bitcoin Meetup \nThird Thursday every month\n630pm at Dwellers Co-working Space\nBenton Harbor Michigan\n\nnostr:naddr1qvzqqqrukvpzqngz8n5al4660uc8tw8guzzqpzlp0g0h2rrrkh08y8nwlzp6m3m9qq4k66trdp5kwctw943xjarrda5kuttdv4jhgats953n2dfdxymnwwp38qerswp38qunxtfs6m9ezf,69,69,71,0,0,
2026-05-08T15:03:38Z,5a5caf0c66d9c6a35512635384c0c129df610c35868515a132cf13023593dd8d,fountain_boost,Fountain,boost,,,pmNA13rcCFrIvdNlUjfA,008,Local Bitcoiners • Making Meetups Fun & Sustainable: Bitcoin Bay | Ep. 008,false,1000,330,0.33,sat math 0.33,*no comment with boost*,330,330,0,320,20,
2026-05-08T02:46:58Z,fae20514e5e7138dda8eeae09fb43e5afbc05bbbd92ffb671e6d45da00f18454,fountain_boost,Fountain,boost,,,pmNA13rcCFrIvdNlUjfA,008,Local Bitcoiners • Making Meetups Fun & Sustainable: Bitcoin Bay | Ep. 008,false,1000,330,0.33,sat math 0.33,*no comment with boost*,330,330,0,320,20,
2026-05-07T06:02:25Z,a2dd693923a3b9e9152ddd60c24f32831700a519f6d8eb0c0c9659173480b5e2,zap,nostr zaps,zap,npub1tan2cwtf8s7zxvck79qllzaa7smy03y9ftd50gk6jnag2htnslssyfhjmr,,,,,true,21,7,0.333333,zap receipt,🤘,0,0,7,0,0,0
2026-05-07T03:51:02Z,f90425b80c2553e4f58bd1587cfd5b1139000f1f9a8769e3d3c274dc5aa7801d,zap,nostr zaps,zap,npub1lhuex5pzy833ekxpvdmjz9k6rvv5763e4h2cgdfsx62egu0wk6hs7yd2ck,,,,,true,250,50,0.2,zap receipt,,0,0,50,0,0,0
2026-05-07T00:26:37Z,9f4c128beb2d6c71ef9691569cadec3f26e70560d47b115966336bb399f3f78e,zap,nostr zaps,zap,npub1atyrdmagtrl2cfxvcy5nlt39d0ueu8zv85u24rh6w52qelz7ekts29q3wc,,,,,true,21,5,0.25,zap receipt,,0,0,5,0,0,0
2026-05-07T00:20:03Z,a34e1c3e446a6b55f4934af91fc96dd128b3dad548b5fd3a9f4d25610113c695,fountain_boost,Fountain,boost,npub15ymzglvv4alrp06q85eqqmawegxf688v0gtqwhjpgtp0a4k2mesqshkwwx,,D1Z2oJExWQIqEmrg95TL,007,"Local Bitcoiners • How Meetups can Benefit from V4V, Nostr and Valuechains | Ep. 007",false,324,107,0.33,sat math 0.33,*no comment with boost*,107,107,104,0,6,
2026-05-07T00:18:42Z,37afc503c5db5bbe1fad33e96145af07b6dbe95d94a3dd030bd0de9aaded59eb,fountain_boost,Fountain,boost,npub15ymzglvv4alrp06q85eqqmawegxf688v0gtqwhjpgtp0a4k2mesqshkwwx,,9bujoMt5jRPVOwtIZmop,006,Local Bitcoiners • Grassroots Recap: Philly Suburbs & Bitcoin Park Nashville | Ep. 006,false,324,107,0.33,sat math 0.33,#40HPW🎧,107,107,0,104,6,
2026-05-07T00:18:29Z,9d6bb933be9f50aa2f6a592b3c9ac82bd300479887608c5a6de896eb62612a2d,fountain_boost,Fountain,boost,npub15ymzglvv4alrp06q85eqqmawegxf688v0gtqwhjpgtp0a4k2mesqshkwwx,,9bujoMt5jRPVOwtIZmop,006,Local Bitcoiners • Grassroots Recap: Philly Suburbs & Bitcoin Park Nashville | Ep. 006,false,324,107,0.33,sat math 0.33,#40HPW🎧,107,107,0,104,6,
2026-05-07T00:16:06Z,64779bf4aec99906ebc9fcd2ff806ecb58054ad59fbddd7768f34d0cc5e4a244,fountain_boost,Fountain,boost,,,RA7xsAHQKExrM4RcExQQ,004,"Local Bitcoiners • Cypherpunks Write Code: AI, Meetups & the Meshtadel | Ep. 004",false,324,107,0.33,sat math 0.33,*no comment with boost*,107,107,104,0,6,
2026-05-07T00:14:32Z,47bab985f60c461a0a6fad62501e0801601ccee439889b43687e7010fba6cff0,fountain_boost,Fountain,boost,,,PyYiZvwjQw13umitWd3D,001,"Local Bitcoiners • 001. Starting and Growing Meetups | Western MA and South Bend, IN",false,324,107,0.33,sat math 0.33,*no comment with boost*,107,107,104,0,6,
2026-05-06T23:52:35Z,3e34d49cbcb72d28968be52d93bd204364126afab79f6371b1ad4b73554bd5ea,zap,nostr zaps,zap,npub15ymzglvv4alrp06q85eqqmawegxf688v0gtqwhjpgtp0a4k2mesqshkwwx,,,,,true,40,8,0.2,zap receipt,#40HPW🎧,0,0,8,0,0,0
2026-05-06T22:33:24Z,5a5d47f5002f7d60d8b5cce5f899abfb682156d7751e71699a84bea3a1c98075,website,localbitcoiners.com,boost,npub1xgyjasdztryl9sg6nfdm2wcj0j3qjs03sq7a0an32pg0lr5l6yaqxhgu7s,,NFBJRwFDW34wNHkujo3e,003,"Meetups & Podcasts are the Signal: Ottawa, CA | Ep. 003",false,2100,693,0.33,kind 30078 + sat math 0.33,If you liked this episode you should definitely Check out nostr:npub1phvflpwfkevj50jlvaw5lerl7avynpwt5tl9kpmt07kwmnsw04vqe9n97v 's new podcast The 49th Parallel: https://fountain.fm/show/vARGbgr25lkUBWbjn4ss,693,693,42,672,0,
2026-05-06T21:36:33Z,ce60a75d1e7aba0a94221a8cb5b79eb266ea79d32ab6456e0238e80a5a297847,website,localbitcoiners.com,boost,npub1xgyjasdztryl9sg6nfdm2wcj0j3qjs03sq7a0an32pg0lr5l6yaqxhgu7s,,Q48WBr6nT3mrbwMZ8ydY,,Local Bitcoiners,true,209,69,0.33,kind 30078 + show split,nostr:npub1cvcgs83gw6pcrhvtmlf8gdqaegx93qkznwry96jteqhh2cexgkfq45rtya Boost bots have been made public for transparency: https://github.com/ReedBTC/localbitcoiners/tree/main/bots,69,69,71,0,0,
2026-05-06T15:24:08Z,7cad94e18645be3a5382e3d369c4463a498693cb245242620138122a621eee04,fountain_boost,Fountain,boost,npub1zm95kw87nf6gkesg76jedyfejt0u2zgx2fxgxywdxc9ugq3z4w2q4m092t,,yKaKx7ddLE6lW06ZvGAb,009,Local Bitcoiners • Growing Slow Builds Strong Communities: KC Bitcoiners | Ep. 009,false,421,139,0.33,sat math 0.33,The deeper social connection with your audience is extremely important. Nostr + pc2.0 communities. Massive value that spotify cannot replicate.\n\nhttps://fountain.fm/episode/yKaKx7ddLE6lW06ZvGAb\n\nnostr:nevent1qvzqqqpxqupzpwrxeemtukuzv62esqjgxg4cmaxrs9sgl7j6tdrufuaturv0wea9qqs8gge7glmu6hkt7pv40jjdpzz4da4pghxut8r2hjpux5mwq7ud86crpvvl7,139,139,0,135,8,
2026-05-06T15:22:25Z,b8ccac37d3106dd9202864229fb3bf99a3494a92781bf2160e47722df41bbce8,fountain_boost,Fountain,boost,npub1zm95kw87nf6gkesg76jedyfejt0u2zgx2fxgxywdxc9ugq3z4w2q4m092t,,yKaKx7ddLE6lW06ZvGAb,009,Local Bitcoiners • Growing Slow Builds Strong Communities: KC Bitcoiners | Ep. 009,false,421,139,0.33,sat math 0.33,"Reed, this is what we do with musicians IRL! They wont get it right away and it depends on what stage theyre in. Each artist is diff. Its not usually abt money... talk abt the ""other stuff"" like publishing and distro. If you need support thru the journey, reach out, we r relatively local to you and happy to help with all of it!\n\nhttps://fountain.fm/episode/yKaKx7ddLE6lW06ZvGAb\n\nnostr:nevent1qvzqqqpxqupzpwrxeemtukuzv62esqjgxg4cmaxrs9sgl7j6tdrufuaturv0wea9qqst6d4l34hwf3ce3ackx03md75e9c5xredfucg2a5045dr77lxg7ksgtq3hz",139,139,0,135,8,
2026-05-06T14:34:57Z,2486db82b058bbf605e27737bb1e48cadcd7103046bfea96726c30e4db0a73a4,fountain_boost,Fountain,boost,npub1zm95kw87nf6gkesg76jedyfejt0u2zgx2fxgxywdxc9ugq3z4w2q4m092t,,yKaKx7ddLE6lW06ZvGAb,009,Local Bitcoiners • Growing Slow Builds Strong Communities: KC Bitcoiners | Ep. 009,false,421,139,0.33,sat math 0.33,"Boost on behalf of Cleveland Bitcoin - #valuechain increases the velocity of value, supercharging the flywheel.\n\nhttps://fountain.fm/episode/yKaKx7ddLE6lW06ZvGAb\n\nnostr:nevent1qvzqqqpxqupzpwrxeemtukuzv62esqjgxg4cmaxrs9sgl7j6tdrufuaturv0wea9qqs055hvl69avqqxn9ux6e4spdh8dzpghnchcxcz6kcvf57q4expxyqzh3zds",139,139,0,135,8,
2026-05-06T00:20:16Z,a99234fa3ab3853e82afb028b481ccb8d1ee8075dae7b1427b85bf5e64c82dc8,fountain_boost,Fountain,boost,npub1y3s99smcstupmj0txq3j26s7ue5qynuyjng5xle6jw5jy8jt85tq6kajjt,,yKaKx7ddLE6lW06ZvGAb,009,Local Bitcoiners • Growing Slow Builds Strong Communities: KC Bitcoiners | Ep. 009,false,321,106,0.33,sat math 0.33,"nostr:npub16jq5v5q7gfx6dnprmzxyjdu6ncmah0mfajavfmwcsm82c7ljtj0q5dzvfc is hosting Pizza Night at the Winery, Thursday May 22nd, in Winters, CA\n\nhttps://web.cluborange.org/home/search/event/69e151d5b8bc05e1190cf595",106,106,0,103,6,
2026-05-05T03:32:14Z,52a48b337e2bd0291aa44c0cd90025a10a466337744319dcc0c88c073aacd4d6,website,localbitcoiners.com,boost,npub1f5pre6wl6ad87vr4hr5wppqq30sh58m4p33mthnjreh03qadcajs7gwt3z,,pmNA13rcCFrIvdNlUjfA,008,Making Meetups Fun & Sustainable: Bitcoin Bay | Ep. 008,false,100,33,0.33,kind 30078 + sat math 0.33,,33,33,2,32,0,
2026-05-04T20:46:02Z,c197214a953ec888920452be779b0da127779b087f31a1e7216ca420a027b1fc,fountain_boost,Fountain,boost,npub1vvcxpktswmuaqr5a27u3926m036mu43wgev4rsktcntduygdn4estgp5fy,,yKaKx7ddLE6lW06ZvGAb,009,Local Bitcoiners • Growing Slow Builds Strong Communities: KC Bitcoiners | Ep. 009,false,100,33,0.33,sat math 0.33,So many good ideas and not even halfway through the episode. Bullish.\n\nhttps://fountain.fm/episode/yKaKx7ddLE6lW06ZvGAb\n\nnostr:nevent1qvzqqqpxqupzpwrxeemtukuzv62esqjgxg4cmaxrs9sgl7j6tdrufuaturv0wea9qqs92ynv32yjpkn6jfu5w6dxn4hyqgp9e33exf9rxrnueg20kdgq3xcg5zvqc,33,33,0,32,2,
2026-05-04T20:45:40Z,48f86d5e9c92218e31320203cfd678802acc4de95e167d4e9298d9b31dd474e8,website,localbitcoiners.com,boost,npub177fz5zkm87jdmf0we2nz7mm7uc2e7l64uzqrv6rvdrsg8qkrg7yqx0aaq7,,Q48WBr6nT3mrbwMZ8ydY,,Local Bitcoiners,true,209,69,0.33,kind 30078 + show split,Testing primal signer on ios,69,69,71,0,0,
2026-05-04T17:29:47Z,ed94607232d3bc6aa8c707da0f28d7f45cb6448b0a271e977a32535f3259e889,fountain_boost,BoostMeBitch,boost,,Owen,yKaKx7ddLE6lW06ZvGAb,009,Growing Slow Builds Strong Communities: KC Bitcoiners | Ep. 009,false,121,41,1.0,tardbox,Test Boost using ChadF's Boost Me Bitch (https://www.boostmebitch.com/),40,40,0,39,2,
2026-05-04T17:23:16Z,e373796bf93e9907261dc0b2f41679707cde54ff040ac9e23426d93721af2989,zap,nostr zaps,zap,npub1z3h8afkwknffxyspvjde77sj6euy66rtyul7qlkl7f2ygktxdqasnn760f,,,,,true,42,42,1.0,zap receipt,Nature,0,0,42,0,0,0
2026-05-04T15:55:07Z,2f6150a197cf1628c3be345fa56920390a3e237011e23dc4a24a63bc890e6e1f,website,localbitcoiners.com,boost,npub1pg5wkhjs3mtxq7xtwjhnygy9lg9xlatty5gxv8dpz0gstrh0sc0s24u78v,,Q48WBr6nT3mrbwMZ8ydY,,Local Bitcoiners,true,100,33,0.33,kind 30078 + show split,Test boost!,33,33,34,0,0,
2026-05-04T15:29:48Z,1526ce075e8c352e1472c0948770ff87ce51736342d9e410ce72ec651d11ae52,fountain_boost,Fountain,boost,,,Q48WBr6nT3mrbwMZ8ydY,,Local Bitcoiners,true,5000,1650,0.33,sat math 0.33,Great rip as usual fellas. Always come away with some new ideas for my meetup!\n\nnpub1q8ks84vvjr9gyqs6mwnr6s8q4esaff3e60nykzzm6xtkmjns7dfqyhp6gc,1650,1650,1600,0,100,
2026-05-03T17:25:21Z,76e5b229845b0ef684a12f183f385c111b4b574b680488b7e287d7a69132c004,fountain_boost,Fountain,boost,npub182v84pkj2pqcvlrwwshy2fzyrs7wduxeth49qeepg24d24sj4r0q82d99a,,yKaKx7ddLE6lW06ZvGAb,009,Local Bitcoiners • Growing Slow Builds Strong Communities: KC Bitcoiners | Ep. 009,false,2100,693,0.33,sat math 0.33,Thanks for the show.\n\nhttps://fountain.fm/episode/yKaKx7ddLE6lW06ZvGAb\n\nnostr:nevent1qvzqqqpxqupzpwrxeemtukuzv62esqjgxg4cmaxrs9sgl7j6tdrufuaturv0wea9qqs97xwkzlaekdedwnpt5gqk84kvyywwkqzeul283wytmgl7xvl8gxg5tj6dt,693,693,0,672,42,
2026-05-03T15:59:49Z,13d14a7239459ae8e1d7f80795964a53e4bd3e6b83aca071da103e4989a8cadb,fountain_boost,Fountain,boost,npub1t49ker2fyy2xc5y7qrsfxrp6g8evsxluqmaq09xt7uuhhzsurm3srw4jj5,,yKaKx7ddLE6lW06ZvGAb,009,Local Bitcoiners • Growing Slow Builds Strong Communities: KC Bitcoiners | Ep. 009,false,421,139,0.33,sat math 0.33,Great discussion about organic growth. Slow is smooth and smooth is fast.\n\nhttps://fountain.fm/episode/yKaKx7ddLE6lW06ZvGAb\n\nnostr:nevent1qvzqqqpxqupzpwrxeemtukuzv62esqjgxg4cmaxrs9sgl7j6tdrufuaturv0wea9qqsduhjzxrk30tmh5t7xntaa8v90gf8092f4h9asjklz6kufxrd8x0syxksay,139,139,0,135,8,
2026-05-03T14:10:19Z,8d69ec6d41177e10e0867094fe68c31238c8f3996eabfcee563726b722ae96df,fountain_boost,Fountain,boost,npub15ymzglvv4alrp06q85eqqmawegxf688v0gtqwhjpgtp0a4k2mesqshkwwx,,yKaKx7ddLE6lW06ZvGAb,009,Local Bitcoiners • Growing Slow Builds Strong Communities: KC Bitcoiners | Ep. 009,false,324,107,0.33,sat math 0.33,Build tools for the next generation.  Teach the children to earn sats by doing shit.\n\nhttps://fountain.fm/episode/yKaKx7ddLE6lW06ZvGAb\n\nnostr:nevent1qvzqqqpxqupzpwrxeemtukuzv62esqjgxg4cmaxrs9sgl7j6tdrufuaturv0wea9qqs0yyfxt5gghh6v8l6ts53lt9azvn40clnjj99c22ff8fxudgu8ydqg5ukuq,107,107,0,104,6,
2026-05-03T13:22:26Z,8e39f5f8143bf2672045f9708958313001b7a0f5b9bf95f17b942f1930fdb60f,fountain_boost,Fountain,boost,npub1jxh2kga4ve8d4ftahcqtqswvk5z5f7ya0k2kx3dm679hmw4ysesqvt62rj,,yKaKx7ddLE6lW06ZvGAb,009,Local Bitcoiners • Growing Slow Builds Strong Communities: KC Bitcoiners | Ep. 009,false,112,37,0.33,sat math 0.33,🧡\n\nhttps://fountain.fm/episode/yKaKx7ddLE6lW06ZvGAb\n\nnostr:nevent1qvzqqqpxqupzpwrxeemtukuzv62esqjgxg4cmaxrs9sgl7j6tdrufuaturv0wea9qqszuz8j79nkjfgqpamcd9anrfm628tg32ggpf3pjjss8r2t7d5mm9qlwne8l,37,37,0,36,2,
2026-05-03T13:22:12Z,cb0d78bbd70aac0f094de818ea39df4799c98b47a6ce3f910cc31bcd943fd9f4,fountain_boost,Fountain,boost,npub15604np6ccsk7ugph4nrg7kyq7kpme9lmcn4l0q2xk4yd5d6puu2s00dr0u,,yKaKx7ddLE6lW06ZvGAb,009,Local Bitcoiners • Growing Slow Builds Strong Communities: KC Bitcoiners | Ep. 009,false,236,78,0.33,sat math 0.33,Thank you gentlemen\n\nhttps://fountain.fm/episode/yKaKx7ddLE6lW06ZvGAb\n\nnostr:nevent1qvzqqqpxqupzpwrxeemtukuzv62esqjgxg4cmaxrs9sgl7j6tdrufuaturv0wea9qqsrg6l7m6aqfmc49agvk9jl7wl5jxxs8mnuy4wv9j4zkky092xcqmce0dy9g,77,78,0,76,5,
2026-05-03T02:59:53Z,061ce07eb59eab600edce8d56454ea53cab753ef0b1b48c8d0b08a8d59229f78,fountain_boost,Fountain,boost,npub1z3h8afkwknffxyspvjde77sj6euy66rtyul7qlkl7f2ygktxdqasnn760f,,yKaKx7ddLE6lW06ZvGAb,009,Local Bitcoiners • Growing Slow Builds Strong Communities: KC Bitcoiners | Ep. 009,false,5000,1650,0.33,sat math 0.33,Thursday May 21 at 6 PM MiBTC is having a party at the devos place in Grand rapids Michigan. It's political if that's your bag. Tickets at misesbitcoinball.com\n\nhttps://fountain.fm/episode/yKaKx7ddLE6lW06ZvGAb\n\nnostr:nevent1qvzqqqpxqupzpwrxeemtukuzv62esqjgxg4cmaxrs9sgl7j6tdrufuaturv0wea9qqszsnl5axkmryng8rvmvfewds827ht9ykfrj4q02qek0wj8gmdkvqc52jr3k,1650,1650,0,1600,100,
2026-05-03T01:44:10Z,,castamatic_stream,Castamatic,stream,,ChadF,yKaKx7ddLE6lW06ZvGAb,009,Growing Slow Builds Strong Communities: KC Bitcoiners | Ep. 009,false,5536,1827,,castamatic stream aggregate,,1826,1827,0,1772,111,
2026-05-03T01:04:07Z,804dd167267d375daabf5c494008eb76a39d5ab39307e6e1991d24d366af2696,fountain_boost,Fountain,boost,npub12znrejs4k94kp5efhyhk9rzr9jxpy6ymgrlf6py4awpkkhed7cmshs6yg6,,yKaKx7ddLE6lW06ZvGAb,009,Local Bitcoiners • Growing Slow Builds Strong Communities: KC Bitcoiners | Ep. 009,false,124,41,0.33,sat math 0.33,Really great discussion 👍\n\nhttps://fountain.fm/episode/yKaKx7ddLE6lW06ZvGAb\n\nnostr:nevent1qvzqqqpxqupzpwrxeemtukuzv62esqjgxg4cmaxrs9sgl7j6tdrufuaturv0wea9qqs9mv5y0awv25c0sg2plca0tn95fxuvundyaxurc0n894cttczn79gmj7zgw,41,41,0,40,2,
2026-05-03T00:17:53Z,fe61e10aa2dd586a9d7f1d53309a85d0d9c62b9f461bbfd057efab498e467549,zap,nostr zaps,zap,npub1tmdt7ksm2pl5cftdpnt6fmslnvtjdsy4wdm73krxcamk7stupuhs92flxu,,,,,true,5,5,1.0,zap receipt,Earning While Learning I withdrew to my wallet more than 70k SATs https://shorturl.at/Qwlyb,0,0,5,0,0,0
2026-05-02T23:07:35Z,bfe7a46efa438ad67ade8de1499cb33296d83f803673ee1165ed0bb8ae979244,fountain_boost,Castamatic,boost,,ChadF,yKaKx7ddLE6lW06ZvGAb,009,Growing Slow Builds Strong Communities: KC Bitcoiners | Ep. 009,false,333,110,1.0,castamatic api,,109,110,0,107,7,
2026-05-02T23:04:24Z,3a68c0b7e3be3ec82336d98668ca0341bfddd41745497067673f2e1f90b29679,fountain_boost,Fountain,boost,npub15ymzglvv4alrp06q85eqqmawegxf688v0gtqwhjpgtp0a4k2mesqshkwwx,,yKaKx7ddLE6lW06ZvGAb,009,Local Bitcoiners • Growing Slow Builds Strong Communities: KC Bitcoiners | Ep. 009,false,1112,367,0.33,sat math 0.33,Don't forget the hang... Build in joy together.\n#40HPW🎧\n\nhttps://fountain.fm/episode/yKaKx7ddLE6lW06ZvGAb\n\nnostr:nevent1qvzqqqpxqupzpwrxeemtukuzv62esqjgxg4cmaxrs9sgl7j6tdrufuaturv0wea9qqsfmhxyl0axuxjd77p3ydp3xrxg2kat3nmryg7readyq0wey9d25hc2jwpr7,367,367,0,356,22,
2026-05-02T23:01:50Z,0e754ffff8a151e8bc53c2e3443a6cfb658d5524845e1e7991d64467ec81b03e,zap,nostr zaps,zap,npub15ymzglvv4alrp06q85eqqmawegxf688v0gtqwhjpgtp0a4k2mesqshkwwx,,,,,true,40,20,0.5,zap receipt,#40HPW🎧,0,0,20,0,0,0
2026-05-02T22:46:28Z,e308d91991f7bcd69e834f36992b37d1b1d26a471e9fe083f3bb35cb256cd5c3,website,localbitcoiners.com,boost,,,Q48WBr6nT3mrbwMZ8ydY,,Local Bitcoiners,true,100,33,0.33,kind 30078 + show split,,33,33,34,0,0,
2026-05-02T22:26:01Z,fcafdad4374784a4b7e04e0ffec11bb694208d6132c655b198e656a0a5598169,fountain_boost,Fountain,boost,npub16djxdyd6tvwhjmq7rv6rphcqlcgcnmyuyv580tw7rry0v440rrcq4ukhtp,,yKaKx7ddLE6lW06ZvGAb,009,Local Bitcoiners • Growing Slow Builds Strong Communities: KC Bitcoiners | Ep. 009,false,100,33,0.33,sat math 0.33,Fuck I didn't know you guys did Paynyms. Keep an eye out!,33,33,0,32,2,
2026-05-02T22:20:22Z,68e618cecb064ef7f1fa718975a6004beae1b54849f0cc623067f605ec16d70d,fountain_boost,Fountain,boost,npub16djxdyd6tvwhjmq7rv6rphcqlcgcnmyuyv580tw7rry0v440rrcq4ukhtp,,yKaKx7ddLE6lW06ZvGAb,009,Local Bitcoiners • Growing Slow Builds Strong Communities: KC Bitcoiners | Ep. 009,false,10000,3300,0.33,sat math 0.33,Looking forward to listening boys. Pre-boosting,3300,3300,0,3200,200,
2026-05-02T21:27:35Z,d762d82a4482d6d84e4d1739df7784cff8deac9950e01b09a80ff2fef71fb353,lb_donation,localbitcoiners.com,boost,npub1xgyjasdztryl9sg6nfdm2wcj0j3qjs03sq7a0an32pg0lr5l6yaqxhgu7s,,,,localbitcoiners.com,false,21,21,1.0,full amount received,Testing WebLN payments on localbitcoiners.com - the people have spoken!,11,10,0,0,0,
2026-05-02T20:24:09Z,3ea283ab225cb5ad18f66f4030adf00f3fa7dac92d710603eee920bda5bf08be,keysend,PodcastGuru,boost,npub1yvscx9vrmpcmwcmydrm8lauqdpngum4ne8xmkgc2d4rcaxrx7tkswdwzdu,,yKaKx7ddLE6lW06ZvGAb,009,Growing Slow Builds Strong Communities: KC Bitcoiners | Ep. 009,false,42069,13189,1.0,keysend boostagram,"Thanks for having me on! hope to continue to improve bowlafterbowl.com and continue to evolve alongside your localbitcoiners.com site. Iron sharpens iron, and I greatly value hearing what you guys are discovering on your value for value journey 🙏 long live the value chain!",13883,13883,0,13462,841,
2026-05-02T20:23:27Z,0fb801c69c53d1fa4bf6a8b724c17ed7ab6f4d1453f1513f5a075834b18c6093,zap,nostr zaps,zap,npub15ymzglvv4alrp06q85eqqmawegxf688v0gtqwhjpgtp0a4k2mesqshkwwx,,,,,true,40,40,1.0,zap receipt,#40HPW🎧,0,0,40,0,0,0
2026-05-02T19:06:09Z,a71f694b4fa0e66ce1175c9aefa3e4db587f440dae1443cc79ce16c870275c6e,fountain_boost,Fountain,boost,npub1cvcgs83gw6pcrhvtmlf8gdqaegx93qkznwry96jteqhh2cexgkfq45rtya,,yKaKx7ddLE6lW06ZvGAb,009,Local Bitcoiners • Growing Slow Builds Strong Communities: KC Bitcoiners | Ep. 009,false,3994,1318,0.33,sat math 0.33,⚡ New boost on Local Bitcoiners!\n💰 3994 sats 📱 via Fountain\n💬 Hell yeah gents.  Loving the show 🙏\nGreat guest 💪\n#40HPW🎧🚬\n🎙️ Local Bitcoiners • Growing Slow Builds Strong Communities: KC Bitcoiners | Ep. 009 - Guest(s): nostr:npub1yvscx9vrmpcmwcmydrm8lauqdpngum4ne8xmkgc2d4rcaxrx7tkswdwzdu\n🔗 https://fountain.fm/episode/yKaKx7ddLE6lW06ZvGAb\n\n#LocalBitcoiners,1318,1318,0,1278,80,
2026-05-02T16:38:00Z,88520f80653c19625be41273c8a8ba0e88a173f8da8719890a607e73fcd14cfe,website,localbitcoiners.com,boost,npub177fz5zkm87jdmf0we2nz7mm7uc2e7l64uzqrv6rvdrsg8qkrg7yqx0aaq7,,yKaKx7ddLE6lW06ZvGAb,009,Growing Slow Builds Strong Communities: KC Bitcoiners | Ep. 009,false,100,33,0.33,kind 30078 + sat math 0.33,Testing my webln fix on the site.,33,33,2,32,0,
2026-05-02T14:21:08Z,dabe835750a1ebdfa719e882e6be93d46ce3c41a8342298ebe9380c3668659c8,lb_donation,localbitcoiners.com,boost,npub177fz5zkm87jdmf0we2nz7mm7uc2e7l64uzqrv6rvdrsg8qkrg7yqx0aaq7,,,,localbitcoiners.com,false,210,210,1.0,full amount received,If you guys want to really lean into nostr having a nostr thread for each episode on the site would be cool.,105,105,0,0,0,
2026-05-02T14:17:54Z,34ae7d2fad9cb92c23f674bf23a99bedcfbb8b455a298f1ac8647429899285c8,lb_donation,localbitcoiners.com,boost,npub177fz5zkm87jdmf0we2nz7mm7uc2e7l64uzqrv6rvdrsg8qkrg7yqx0aaq7,,,,localbitcoiners.com,false,210,210,1.0,full amount received,Yall even got a download button right on the site. Based,105,105,0,0,0,
2026-05-02T04:32:56Z,cc82293433d29de1551b613ea625ba1ec6574390d87af4f46d0c4266e474ab74,lb_donation,localbitcoiners.com,boost,npub177fz5zkm87jdmf0we2nz7mm7uc2e7l64uzqrv6rvdrsg8qkrg7yqx0aaq7,,,,localbitcoiners.com,false,21,21,1.0,full amount received,webln test,11,10,0,0,0,
2026-05-02T03:42:05Z,,keysend_stream,CurioCaster,stream,,ericpp,,,,true,181,181,,keysend stream aggregate,,59,60,58,0,4,
2026-05-02T03:29:55Z,,keysend_stream,CurioCaster,stream,,ericpp,yKaKx7ddLE6lW06ZvGAb,009,Growing Slow Builds Strong Communities: KC Bitcoiners | Ep. 009,false,1216,1216,,keysend stream aggregate,,402,401,0,389,24,
